taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	IMG Product Assignment	IMG Release	IMG Submission ID	JGI Project ID / ITS PID	JGI Analysis Product Name	JGI Analysis Project Type	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	GOLD Study ID	Add Date	Assembly Method	Combined Sample	Comments	Distance Matrix Calc. Date	Funding Agency	Gene Model QC	Genome Completeness %	High Quality	Is Public	NCBI Taxon ID	NCBI Project ID	RefSeq Project ID	Release Date	Strain	Submission Type	User Access	Genome Size   * assembled	Gene Count   * assembled	
643692049	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus Y.N.15.51	DOE Joint Genome Institute (JGI)	643692049	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	NA	IMG/W 2.9	0	16440	NA	Genome Analysis	Ga0030988	Genome Analysis	Gp0002343	Gs0017186	2009-06-09	LANL pipeline, ORNL pipeline, MUMmer v. 3.0, OSLay, BLAST	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	419942	18651	58825	2009-08-01	Y.N.15.51	Primary	NA	2854410	3318	
640069326	Archaea	Finished	Pyrobaculum genomes	Pyrobaculum calidifontis JCM 11548	DOE Joint Genome Institute (JGI)	640069326	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum calidifontis	NA	IMG/W 2.2	0	16307	NA	Genome Analysis	Ga0030043	Genome Analysis	Gp0000196	Gs0030493	2007-04-13	NA	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	410359	18111	58787	2007-06-01	JCM 11548	Primary	NA	2009313	2213	
2522572140	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Geoarchaeota-NAG1-GT2-r02 (from OSP_C)	DOE Joint Genome Institute (JGI)	2522572140	Candidatus Geoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	13432	0	NA	Genome Analysis	Ga0012666	Genome Analysis	Gp0035750	Gs0016042	2013-03-08	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	1448933	0	0	2016-11-30	NA	Primary	NA	294548	371	
650716056	Archaea	Finished	CSP_787660, Methanoarchaea	Methanotorris igneus Kol5, DSM 5666	DOE Joint Genome Institute (JGI)	650716056	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris	Methanotorris igneus	NA	IMG/W 3.5	0	202777	NA	Genome Analysis	Ga0029380	Genome Analysis	Gp0001903	Gs0011859	2011-08-22	NA	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	880724	51821	67321	2011-12-01	Kol5	Primary	NA	1854197	1843	
646564555	Archaea	Finished	CSP_788459, Alkaliphilic Haloarchaeon	Natrialba magadii ATCC 43099	DOE Joint Genome Institute (JGI)	646564555	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrialba	Natrialba magadii	NA	IMG/W 3.2	0	101186	NA	Genome Analysis	Ga0029576	Genome Analysis	Gp0001918	Gs0011865	2010-06-24	NA	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	547559	30691	46245	2010-08-01	ATCC 43099	Primary	NA	4443643	4364	
646564534	Archaea	Finished	Comparative genomics of the Archaea	Ferroglobus placidus AEDII12DO, DSM 10642	DOE Joint Genome Institute (JGI)	646564534	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus	NA	IMG/W 3.2	0	52348	NA	Genome Analysis	Ga0028817	Genome Analysis	Gp0002317	Gs0000102	2010-06-24	Velvet v. 1.1.04, Newbler v. 2.3, Phrap v. 4.24 SPS	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	589924	33635	40863	2010-08-01	AEDII12DO, DSM 10642	Primary	NA	2196266	2622	
2565956510	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Methermicoccus shengliensis DSM 18856	DOE Joint Genome Institute (JGI)	2565956510	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	Methermicoccus	Methermicoccus shengliensis	Yes	0	36375	1030914	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0006692	Genome Analysis	Gp0013046	Gs0015051	2014-04-28	NA	NA	NA	2017-03-28	DOE; DSMZ	Yes	NA	Yes	Yes	1122233	0	0	2014-05-12	DSM 18856	Primary	NA	1513583	1666	
641522611	Archaea	Finished	Candidatus Korarchaeum cryptofilum OPF8	Candidatus Korarchaeum cryptofilum OPF8	DOE Joint Genome Institute (JGI)	641522611	Candidatus Korarchaeota	unclassified	unclassified	unclassified	Candidatus Korarchaeum	Candidatus Korarchaeum cryptofilum	NA	IMG/W 2.6	0	16738	NA	Genome Analysis	Ga0028183	Genome Analysis	Gp0001753	Gs0003602	2008-05-30	Phred v. 0.990722.g-Phrap	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	374847	16525	58601	2008-08-01	OPF8	Primary	NA	1590757	1661	
2642422606	Archaea	Permanent Draft	Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA	Methanohalophilus halophilus Z-7982	DOE Joint Genome Institute (JGI)	2642422606	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus halophilus	Yes	0	74488	1066545	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0073302	Genome Analysis	Gp0114939	Gs0114675	2015-11-24	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	2177	0	0	2015-12-01	Z-7982	Primary	NA	2026562	2126	
2506520039	Archaea	Permanent Draft	CSP_787660, Methanoarchaea	Methanotorris formicicus Mc-S-70	DOE Joint Genome Institute (JGI)	2506520039	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris	Methanotorris formicicus	Yes	0	5715	202778	NA	Genome Analysis	Ga0024901	Genome Analysis	Gp0001904	Gs0011859	2011-07-19	Newbler v. 2.3	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	647171	51819	82739	2011-09-06	Mc-S-70	Primary	NA	1945078	2121	
2509601008	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Methanomethylovorans hollandica DSM 15978	DOE Joint Genome Institute (JGI)	2509601008	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanomethylovorans	Methanomethylovorans hollandica	Yes	0	6582	97917	NA	Genome Analysis	Ga0025019	Genome Analysis	Gp0003615	Gs0000008	2011-11-23	NA	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	867904	50749	0	2011-11-23	DSM 15978	Primary	NA	2714013	2732	
646564573	Archaea	Finished	Comparative genomics of the Archaea	Staphylothermus hellenicus P8, DSM 12710	DOE Joint Genome Institute (JGI)	646564573	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus	NA	IMG/W 3.2	0	202858	NA	Genome Analysis	Ga0030448	Genome Analysis	Gp0002325	Gs0000102	2010-06-24	Velvet v. 1.1.04, Newbler v. 2.3, Phrap v. 4.24 SPS	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	591019	33683	45893	2010-08-01	P8, DSM 12710	Primary	NA	1580347	1716	
2551306703	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Metallosphaera yellowstonensis r06 (BED)	DOE Joint Genome Institute (JGI)	2551306703	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera yellowstonensis	Yes	0	25825	0	NA	Genome Analysis	Ga0021371	Genome Analysis	Gp0064174	Gs0016042	2013-12-13	Newbler v. 2.5	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	1111107	0	0	2016-11-30	r06	Primary	NA	1242345	1496	
2639762573	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Natrinema salaciae DSM 25055	DOE Joint Genome Institute (JGI)	2639762573	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema salaciae	Yes	0	73289	1068473	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0074789	Genome Analysis	Gp0116637	Gs0103574	2015-11-06	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	1186196	0	0	2015-11-24	MDB25,DSM 25055,JCM 17869,CECT 8172	Primary	NA	4857017	4837	
2634166298	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Methanoculleus thermophilus DSM 2373	DOE Joint Genome Institute (JGI)	2634166298	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus thermophilus	Yes	0	71491	1068498	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0074815	Genome Analysis	Gp0116609	Gs0103574	2015-10-08	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	1122231	0	0	2015-10-17	DSM 2373	Primary	NA	2217720	2320	
2642422540	Archaea	Permanent Draft	Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA	Methanolobus profundi Mob M	DOE Joint Genome Institute (JGI)	2642422540	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus profundi	Yes	0	74343	1066546	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0073303	Genome Analysis	Gp0115201	Gs0114675	2015-11-24	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	487685	0	0	2015-12-01	Mob M	Primary	NA	3107200	3000	
2522125036	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Sulfolobales-Type-2-ST2-r02 (from CIS_19)	DOE Joint Genome Institute (JGI)	2522125036	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Stygiolobus	unclassified	Yes	0	12887	0	NA	Genome Analysis	Ga0012339	Genome Analysis	Gp0035616	Gs0016042	2013-02-22	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	41674	0	0	2016-11-30	NA	Primary	NA	1783038	2371	
639633064	Archaea	Finished	Diverse archaeal organisms	Thermofilum pendens Hrk 5	DOE Joint Genome Institute (JGI)	639633064	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	Thermofilum pendens	NA	IMG/W 2.1	0	16904	NA	Genome Analysis	Ga0031188	Genome Analysis	Gp0000243	Gs0012158	2007-01-28	Phred-Phrap v. 4.24 SPS-Consed v. 20.0	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	368408	16331	58563	2007-03-01	Hrk 5	Primary	NA	1813393	1930	
2506783009	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes (revised), part 2	Halovivax ruber XH-70, DSM 18193	DOE Joint Genome Institute (JGI)	2506783009	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halovivax	Halovivax ruber	Yes	0	5789	402804	NA	Genome Analysis	Ga0024923	Genome Analysis	Gp0006809	Gs0000113	2011-08-10	NA	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	797302	59897	0	2011-09-06	XH-70, DSM 18193	Primary	NA	3223876	3194	
641228499	Archaea	Finished	Nitrosopumilus maritimus	Nitrosopumilus maritimus SCM1	DOE Joint Genome Institute (JGI)	641228499	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus maritimus	NA	IMG/W 2.5	0	16220	NA	Genome Analysis	Ga0029641	Genome Analysis	Gp0002333	Gs0018845	2008-02-07	JAZZ v. 2.9.3	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	436308	19265	58903	2008-03-01	SCM1	Primary	NA	1645259	1842	
649633040	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Desulfurococcus mucosus 07/1, DSM 2162	DOE Joint Genome Institute (JGI)	649633040	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus	NA	IMG/W 3.4	0	98048	NA	Genome Analysis	Ga0028526	Genome Analysis	Gp0003490	Gs0000008	2011-03-26	Newbler v. 2.5-internal-10Apr08,Velvet v. 1.1.04, Phrap v. 4.24 SPS	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	765177	48641	62227	2011-07-01	07/1, DSM 2162	Primary	NA	1314639	1421	
648028039	Archaea	Finished	Comparative genomics of the Archaea	Methanohalobium evestigatum Z-7303, DSM 3721	DOE Joint Genome Institute (JGI)	648028039	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalobium	Methanohalobium evestigatum	NA	IMG/W 3.3	0	52345	NA	Genome Analysis	Ga0029365	Genome Analysis	Gp0002315	Gs0000102	2010-10-29	NA	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	644295	37945	49857	2011-01-01	Z-7303, DSM 3721	Primary	NA	2406232	2437	
643692046	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus M.16.27	DOE Joint Genome Institute (JGI)	643692046	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	NA	IMG/W 2.9	0	16435	NA	Genome Analysis	Ga0030984	Genome Analysis	Gp0002335	Gs0017186	2009-06-09	LANL pipeline, ORNL pipeline, MUMmer v. 3.0, OSLay, BLAST	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	427318	18873	58851	2009-08-01	M.16.27	Primary	NA	2692402	2956	
2579779151	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Picrophilus oshimae DSM 9789	DOE Joint Genome Institute (JGI)	2579779151	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	Picrophilus oshimae	Yes	0	43885	1030869	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0006677	Genome Analysis	Gp0013138	Gs0015051	2014-06-30	vpAllpaths v. r46652	NA	NA	2017-03-28	DSMZ; DOE	Yes	NA	Yes	Yes	1122961	0	0	2016-07-29	DSM 9789	Primary	NA	1534155	1623	
2639762563	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Halostagnicola kamekurae DSM 22427	DOE Joint Genome Institute (JGI)	2639762563	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halostagnicola	Halostagnicola kamekurae	Yes	0	73263	1068480	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0074796	Genome Analysis	Gp0116576	Gs0103574	2015-11-06	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	619731	0	0	2015-11-24	DSM 22427	Primary	NA	4108147	4247	
2636416066	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Halopiger aswanensis DSM 13151	DOE Joint Genome Institute (JGI)	2636416066	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger aswanensis	Yes	0	72946	1068478	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0074794	Genome Analysis	Gp0116551	Gs0103574	2015-10-20	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	148449	0	0	2015-11-01	DSM 13151	Primary	NA	4865231	4783	
2524023239	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	NAG2_ff85-r04 (from BED)	DOE Joint Genome Institute (JGI)	2524023239	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	14289	0	NA	Genome Analysis	Ga0012835	Genome Analysis	Gp0039607	Gs0016042	2013-04-19	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2157	0	0	2016-11-30	NA	Primary	NA	1689215	1929	
2524023200	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	NAG2_mk4-r01 (from OSP_D)	DOE Joint Genome Institute (JGI)	2524023200	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	14208	0	NA	Genome Analysis	Ga0012820	Genome Analysis	Gp0037174	Gs0016042	2013-04-19	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2157	0	0	2016-11-30	NA	Primary	NA	1645960	1741	
2522125033	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Metallosphaera My-r02 (from OSP_14)	DOE Joint Genome Institute (JGI)	2522125033	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	unclassified	Yes	0	12883	0	NA	Genome Analysis	Ga0012336	Genome Analysis	Gp0035479	Gs0016042	2013-02-22	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	41980	0	0	2016-11-30	NA	Primary	NA	1938452	2419	
2651870125	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Halorientalis regularis IBRC-M 10760	DOE Joint Genome Institute (JGI)	2651870125	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis regularis	Yes	0	79815	1084720	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0104427	Genome Analysis	Gp0127246	Gs0103574	2016-03-01	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	660518	0	0	2016-03-09	IBRC-M 10760	Primary	NA	4032197	4288	
2522572138	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Sulfolobales-Si-r01 (from OSP_D)	DOE Joint Genome Institute (JGI)	2522572138	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	unclassified	Yes	0	13430	0	NA	Genome Analysis	Ga0012664	Genome Analysis	Gp0035748	Gs0016042	2013-03-08	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2284	0	0	2016-11-30	NA	Primary	NA	2424429	2922	
2517287024	Archaea	Permanent Draft	Completing the genomic survey of haloarchaeal genomes (revised), part 2	Natronorubrum tibetense DSM 13204	DOE Joint Genome Institute (JGI)	2517287024	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum tibetense	Yes	0	10608	404529	NA	Genome Analysis	Ga0026623	Genome Analysis	Gp0011201	Gs0000113	2012-09-18	Velvet v. 1.1.05, ALLPATHS v. R39750, Phrap v. 4.24	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	1114856	0	0	2012-09-18	DSM 13204	Primary	NA	4934841	4867	
2508501105	Archaea	Finished	Genome sequencing and comparison of novel methanogens from peatlands and bioreactors	Methanoregula formicica SMSP, DSM 22288	DOE Joint Genome Institute (JGI)	2508501105	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula formicica	Yes	0	6397	402815	NA	Genome Analysis	Ga0025083	Genome Analysis	Gp0009915	Gs0014975	2011-10-21	ALLPATHS v. R41043, Velvet v. 1.1.05, Phrap v. 4.24 SPS	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	593750	63567	0	2011-10-21	SMSP	Primary	NA	2820858	2925	
2510065051	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes (revised), part 1	Halostagnicola larsenii XH-48, DSM 17691	DOE Joint Genome Institute (JGI)	2510065051	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halostagnicola	Halostagnicola larsenii	Yes	0	6856	402803	NA	Genome Analysis	Ga0025068	Genome Analysis	Gp0006800	Gs0000112	2011-12-28	ALLPATHS v. R37654	NA	NA	2017-03-28	DOE	Yes	NA	Yes	Yes	797299	71415	0	2011-12-28	XH-48, DSM 17691	Primary	NA	4131276	4177	
2522125035	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	Sulfolobales-Type-2-ST2-r01 (from CH_1)	DOE Joint Genome Institute (JGI)	2522125035	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Stygiolobus	unclassified	Yes	0	12886	0	NA	Genome Analysis	Ga0012338	Genome Analysis	Gp0035481	Gs0016042	2013-02-22	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	41674	0	0	2016-11-30	NA	Primary	NA	1386529	1697	
2506381025	Archaea	Permanent Draft	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Methanoplanus limicola M3, DSM 2279	DOE Joint Genome Institute (JGI)	2506381025	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus	Methanoplanus limicola	Yes	0	3230	97919	NA	Genome Analysis	Ga0025100	Genome Analysis	Gp0003617	Gs0000008	2011-06-15	Newbler v. 2.3, Velvet v. 1.0.13, Phrap v. 4.24 SPS	NA	NA	2017-03-28	DOE; DSMZ	No	NA	Yes	Yes	937775	61291	82735	2011-06-15	M3, DSM 2279	Primary	NA	3200946	3129	
2617270761	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Halorubrum xinjiangense CGMCC 1.3527	DOE Joint Genome Institute (JGI)	2617270761	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum xinjiangense	Yes	0	62427	1058126	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0070149	Genome Analysis	Gp0112562	Gs0110196	2015-06-01	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	261291	0	0	2015-06-11	CGMCC 1.3527	Primary	NA	3261379	3198	
2545555825	Archaea	Draft	Aigarchaeota archaeon strain OS1	Aigarchaeota archaeon OS1	DOE Joint Genome Institute (JGI)	2545555825	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	21516	0	NA	Genome Analysis	Ga0017999	Genome Analysis	Gp0046751	Gs0000885	2013-10-23	Celera	NA	NA	2017-03-28	DOE Joint Genome Institute	No	NA	No	Yes	651142	0	0	2013-10-23	OS1	Primary	NA	1162873	1455	
2508501049	Archaea	Permanent Draft	Whole genome Shotgun Sequencing of a Yellowstone Metagenome Project: Biological Metagenomics and Bio-inspired Energy	Metallosphaera yellowstonensis MK1	DOE Joint Genome Institute (JGI), SymBio Corporation	2508501049	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera yellowstonensis	Yes	0	6317	403121	NA	Genome Analysis	Ga0024903	Genome Analysis	Gp0005490	Gs0034718	2011-10-21	Newbler v. 2.3	NA	NA	2017-03-28	DOE	No	NA	No	Yes	671065	64481	0	2011-12-10	MK1	Primary	NA	2817452	3411	
2524023238	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park, US	NAG2_ff85-r03 (from OSP_D)	DOE Joint Genome Institute (JGI)	2524023238	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Yes	0	14288	0	NA	Genome Analysis	Ga0012834	Genome Analysis	Gp0039606	Gs0016042	2013-04-19	NA	NA	released per Ryan Jennings	2017-03-28	NA	No	NA	No	Yes	2157	0	0	2016-11-30	NA	Primary	NA	1386622	1550	
2681812919	Archaea	Permanent Draft	Genome sequencing of 100 strains of the haloalkaliphilic chemolithoautotrophic sulfur-oxidizing bacterium Thioalkalivibrio	Natronorubrum thiooxidans HArc-T	DOE Joint Genome Institute (JGI)	2681812919	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum thiooxidans	Yes	0	89963	1104264	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0116988	Genome Analysis	Gp0139193	Gs0014977	2016-06-30	spades v. 3.6.2	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	308853	0	0	2016-07-11	HArc-T	Primary	NA	4209793	4345	
2654588138	Archaea	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Methanobrevibacter gottschalkii DSM 11978	DOE Joint Genome Institute (JGI)	2654588138	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter gottschalkii	Yes	0	80514	1082128	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0104357	Genome Analysis	Gp0127403	Gs0033970	2016-03-14	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	190974	0	0	2016-03-22	DSM 11978	Primary	NA	1864477	1942	
2654588132	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Thermococcus thioreducens OGL-20	DOE Joint Genome Institute (JGI)	2654588132	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus thioreducens	Yes	0	80500	1042834	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0071124	Genome Analysis	Gp0114577	Gs0103574	2016-03-14	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	277988	0	0	2016-03-22	OGL-20	Primary	NA	2067115	2390	
2619618938	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Haloplanus aerogenes CGMCC 1.10124	DOE Joint Genome Institute (JGI)	2619618938	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus	Haloplanus aerogenes	Yes	0	64057	1058200	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0070204	Genome Analysis	Gp0112559	Gs0110196	2015-06-15	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	660522	0	0	2015-06-30	CGMCC 1.10124	Primary	NA	3507307	3702	
2595698250	Archaea	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Methanosarcina sp. DSM 11855	DOE Joint Genome Institute (JGI)	2595698250	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. DSM 11855	Yes	0	51941	1034379	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0007631	Genome Analysis	Gp0087973	Gs0033970	2014-10-27	vpAllpaths v. r46652	NA	NA	2017-03-28	DOE	No	NA	Yes	Yes	1520800	0	0	2015-01-07	DSM 11855	Primary	NA	3100602	2732	
646311944	Archaea	Finished	CSP_787660, Methanoarchaea	Methanocaldococcus vulcanius M7, DSM 12094	DOE Joint Genome Institute (JGI)	646311944	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus vulcanius	NA	IMG/W 3.1	0	202781	NA	Genome Analysis	Ga0029355	Genome Analysis	Gp0001907	Gs0011859	2010-02-26	NA	NA	NA	2017-03-28	NA	Yes	NA	Yes	Yes	579137	33047	41131	2010-04-01	M7, DSM 12094	Primary	NA	1761737	1808	
2617270777	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Halobellus clavatus CGMCC 1.10118	DOE Joint Genome Institute (JGI)	2617270777	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halobellus	Halobellus clavatus	Yes	0	62469	1058197	Microbial Minimal Draft Isolate Genome	Genome Analysis	Ga0070201	Genome Analysis	Gp0112544	Gs0110196	2015-06-01	ALLPATHS v. r46652	NA	NA	2017-03-28	NA	No	NA	Yes	Yes	660517	0	0	2015-06-11	CGMCC 1.10118	Primary	NA	3754978	3742	
